id,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.city,location.zip_code,location.country,location.state,category
the-pink-door-seattle-4,The Pink Door,https://s3-media3.fl.yelpcdn.com/bphoto/4MmMuSGEQCXpqEoCOhL7tw/o.jpg,FALSE,https://www.yelp.com/biz/the-pink-door-seattle-4?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,3150,4.5,$$,12064433241,(206) 443-3241,849.4989739,47.61028,-122.3425,1919 Post Aly,Seattle,98101,US,WA,italian
heartwood-provisions-seattle-3,Heartwood Provisions,https://s3-media1.fl.yelpcdn.com/bphoto/63brW4vg52INxF4OIQTgqQ/o.jpg,FALSE,https://www.yelp.com/biz/heartwood-provisions-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,369,4.5,$$$,12065823505,(206) 582-3505,179.9185658,47.6054687,-122.3369829,1103 1st Ave,Seattle,98101,US,WA,NA
dead-line-seattle,Dead Line,https://s3-media2.fl.yelpcdn.com/bphoto/N8sfHrjzTOJk4RSic3X9-w/o.jpg,FALSE,https://www.yelp.com/biz/dead-line-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,56,4.5,$$,12065564956,(206) 556-4956,410.695964,47.60114,-122.33379,114 1st Ave S,Seattle,98104,US,WA,NA
metropolitan-grill-seattle,Metropolitan Grill,https://s3-media4.fl.yelpcdn.com/bphoto/Ze_sAXI7MDC4iPSWsoE5dg/o.jpg,FALSE,https://www.yelp.com/biz/metropolitan-grill-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1437,4,$$$$,12066243287,(206) 624-3287,67.73255893,47.6044399,-122.3342,820 2nd Ave,Seattle,98104,US,WA,NA
biscuit-bitch-seattle,Biscuit Bitch,https://s3-media4.fl.yelpcdn.com/bphoto/z1xwuEXyQyAqmAlJzWH8sg/o.jpg,FALSE,https://www.yelp.com/biz/biscuit-bitch-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,2390,4,$,12064417999,(206) 441-7999,816.6795507,47.61034,-122.34167,1909 1st Ave,Seattle,98101,US,WA,NA
damn-the-weather-seattle,Damn the Weather,https://s3-media2.fl.yelpcdn.com/bphoto/PwwO_oHEXrxzgq88eGGJ9g/o.jpg,FALSE,https://www.yelp.com/biz/damn-the-weather-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,328,4,$$,12069461283,(206) 946-1283,409.2113606,47.6011167,-122.3340814,116 1st Ave S,Seattle,98104,US,WA,NA
din-tai-fung-seattle-14,Din Tai Fung,https://s3-media1.fl.yelpcdn.com/bphoto/YdUvphyU41pu3zR4nhUQfA/o.jpg,FALSE,https://www.yelp.com/biz/din-tai-fung-seattle-14?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,501,4,$$,12066829888,(206) 682-9888,888.7504703,47.61289,-122.33531,600 Pine St,Seattle,98101,US,WA,shanghainese
the-organic-coup-seattle,The Organic Coup,https://s3-media3.fl.yelpcdn.com/bphoto/5Ca52DbGS6YjU_Lkib_LhA/o.jpg,FALSE,https://www.yelp.com/biz/the-organic-coup-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,8,3,NA,12062575740,(206) 257-5740,315.4997,47.6045299,-122.33061,701 5th Ave,Seattle,98104,US,WA,NA
one-pot-seattle-3,One Pot,https://s3-media4.fl.yelpcdn.com/bphoto/LE9m7UywHF70BvcQ500Llw/o.jpg,FALSE,https://www.yelp.com/biz/one-pot-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,60,4.5,$$,12068769282,(206) 876-9282,1532.681512,47.59805,-122.31699,506 12th Ave S,Seattle,98144,US,WA,NA
qq-taiwanese-bites-seattle,QQ Taiwanese Bites,https://s3-media4.fl.yelpcdn.com/bphoto/TzMBaFRyqoQt0s4rXbH0FA/o.jpg,FALSE,https://www.yelp.com/biz/qq-taiwanese-bites-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,5,4.5,NA,12064203408,(206) 420-3408,1468.012841,47.6168928,-122.3425535,2325 6th Ave,Seattle,98121,US,WA,chinese
med-mix-seattle-3,Med Mix,https://s3-media1.fl.yelpcdn.com/bphoto/sJglO0FfLi9fZ8KLmnWDqQ/o.jpg,FALSE,https://www.yelp.com/biz/med-mix-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,8,5,$,12063255642,(206) 325-5642,2457.60872,47.59946,-122.30302,2204 S Jackson St,Seattle,98144,US,WA,mediterranean
kizuki-ramen-and-izakaya-seattle-6,Kizuki Ramen & Izakaya,https://s3-media1.fl.yelpcdn.com/bphoto/9-ZM_MRLYBS8qmw4NNC9DQ/o.jpg,FALSE,https://www.yelp.com/biz/kizuki-ramen-and-izakaya-seattle-6?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,794,4,$$,12064201497,(206) 420-1497,1315.053873,47.61552429,-122.3271484,320 E Pine St,Seattle,98122,US,WA,NA
purple-café-and-wine-bar-seattle-3,Purple Café and Wine Bar,https://s3-media3.fl.yelpcdn.com/bphoto/yK8b6N3ymhCGSR5EFN6tHQ/o.jpg,FALSE,https://www.yelp.com/biz/purple-caf%C3%A9-and-wine-bar-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,2007,4,$$$,12068292280,(206) 829-2280,354.1179003,47.60795,-122.33508,1225 4th Ave,Seattle,98101,US,WA,NA
harbor-city-restaurant-seattle,Harbor City Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/8Ucn_4P8X41HS-eriEFy7g/o.jpg,FALSE,https://www.yelp.com/biz/harbor-city-restaurant-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1216,4,$$,12066212228,(206) 621-2228,1134.484301,47.59821,-122.32339,707 S King St,Seattle,98104,US,WA,cantonese
tsukushinbo-seattle,Tsukushinbo,https://s3-media1.fl.yelpcdn.com/bphoto/DZ-Qsai5udTplG9e1k2r2Q/o.jpg,FALSE,https://www.yelp.com/biz/tsukushinbo-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,688,4,$$,12064674004,(206) 467-4004,812.9933573,47.59985,-122.32681,515 S Main St,Seattle,98104,US,WA,japanese
zheng-cafe-seattle-2,Zheng Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/yqAr18IX2JxoWag4CjKW4g/o.jpg,FALSE,https://www.yelp.com/biz/zheng-cafe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,28,5,$$,12065882882,(206) 588-2882,1920.991033,47.62071,-122.34476,230 6th Ave N,Seattle,98109,US,WA,chinese
dough-zone-dumpling-house-seattle-2,Dough Zone Dumpling House,https://s3-media2.fl.yelpcdn.com/bphoto/OAoNnMaTkXFiiZAlHc_iVw/o.jpg,FALSE,https://www.yelp.com/biz/dough-zone-dumpling-house-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,203,4,$$,12062859999,(206) 285-9999,924.8301306,47.5981,-122.32742,504 5th Avenue S,Seattle,98104,US,WA,shanghainese
bibimbap-seattle,Bibimbap,https://s3-media1.fl.yelpcdn.com/bphoto/_HiCu0MsStDX7ARzQAG0lw/o.jpg,FALSE,https://www.yelp.com/biz/bibimbap-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,133,4,$,12066231650,(206) 623-1650,119.6970432,47.60386496,-122.3357047,95 Marion St,Seattle,98104,US,WA,NA
meekong-bar-seattle-4,Meekong Bar,https://s3-media3.fl.yelpcdn.com/bphoto/ntU_AqgzPNQV7VLhvPmA1Q/o.jpg,FALSE,https://www.yelp.com/biz/meekong-bar-seattle-4?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,268,4.5,$$,12062571030,(206) 257-1030,1611.837419,47.61677008,-122.3468691,2525 4th Ave,Seattle,98121,US,WA,vietnamese
zig-zag-cafe-seattle-2,Zig Zag Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/GkTDqQt2b81unM_i2T9zoA/o.jpg,FALSE,https://www.yelp.com/biz/zig-zag-cafe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,885,4.5,$$,12066251146,(206) 625-1146,640.8485817,47.6083803,-122.3414779,1501 Western Ave,Seattle,98101,US,WA,mediterranean
the-crab-pot-seattle-2,The Crab Pot,https://s3-media3.fl.yelpcdn.com/bphoto/QcWohCi_l4SEltLoFewM7g/o.jpg,FALSE,https://www.yelp.com/biz/the-crab-pot-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1781,3,$$$,12066241890,(206) 624-1890,475.4910626,47.6060629,-122.3408656,1301 Alaskan Way,Seattle,98101,US,WA,NA
taylor-shellfish-oyster-bar-seattle-2,Taylor Shellfish Oyster Bar,https://s3-media1.fl.yelpcdn.com/bphoto/PZ8V8k_EYTT0XvQpAdXgeA/o.jpg,FALSE,https://www.yelp.com/biz/taylor-shellfish-oyster-bar-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,402,4.5,$$,12065014060,(206) 501-4060,682.9385759,47.59884,-122.33268,410 Occidental Ave S,Seattle,98104,US,WA,NA
mikes-noodle-house-seattle,Mike's Noodle House,https://s3-media3.fl.yelpcdn.com/bphoto/op68wZuJmx3uK--O6T5Avg/o.jpg,FALSE,https://www.yelp.com/biz/mikes-noodle-house-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,866,4,$,12063897099,(206) 389-7099,1012.959902,47.59859,-122.32482,418 Maynard Ave S,Seattle,98104,US,WA,chinese
pike-place-chowder-seattle-4,Pike Place Chowder,https://s3-media1.fl.yelpcdn.com/bphoto/qKZhApTt6j7NXHts68tiPg/o.jpg,FALSE,https://www.yelp.com/biz/pike-place-chowder-seattle-4?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,760,4,$$,12068385680,(206) 838-5680,858.8199966,47.61248485,-122.3350382,600 Pine St,Seattle,98101,US,WA,NA
the-capital-grille-seattle,The Capital Grille,https://s3-media2.fl.yelpcdn.com/bphoto/NK0fvTJ53LKZBimp0KUv3w/o.jpg,FALSE,https://www.yelp.com/biz/the-capital-grille-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,718,4,$$$,12063820900,(206) 382-0900,386.090011,47.60826,-122.33538,1301 4th Ave,Seattle,98101,US,WA,NA
stateside-seattle-3,Stateside,https://s3-media2.fl.yelpcdn.com/bphoto/sYiHGE7m8kte9spe2xdvjQ/o.jpg,FALSE,https://www.yelp.com/biz/stateside-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,592,4,$$,12065577273,(206) 557-7273,1185.649771,47.61418958,-122.3274327,300 E Pike St,Seattle,98122,US,WA,NA
intermezzo-carmine-seattle-2,Intermezzo Carmine,https://s3-media1.fl.yelpcdn.com/bphoto/FAr-Ht2IlmSWkquVyG0svA/o.jpg,FALSE,https://www.yelp.com/biz/intermezzo-carmine-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,180,4.5,$$,12065968940,(206) 596-8940,660.6629903,47.5988331,-122.3342651,409 1st Ave S,Seattle,98104,US,WA,italian
reckless-noodle-house-seattle-2,Reckless Noodle House,https://s3-media3.fl.yelpcdn.com/bphoto/SdjLsyM7uR5d7cTdWm9boA/o.jpg,FALSE,https://www.yelp.com/biz/reckless-noodle-house-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,21,4.5,$$,12063295499,(206) 329-5499,2754.354508,47.5991,-122.29906,2519 S Jackson St,Seattle,98144,US,WA,NA
fob-poke-bar-seattle-2,FOB Poke Bar,https://s3-media3.fl.yelpcdn.com/bphoto/bcWONWjGUOm3mqw0mqFrAg/o.jpg,FALSE,https://www.yelp.com/biz/fob-poke-bar-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,455,4.5,$$,12067289888,(206) 728-9888,1212.297229,47.61380052,-122.343868,220 Blanchard St,Seattle,98121,US,WA,NA
ludis-seattle,Ludi's,https://s3-media4.fl.yelpcdn.com/bphoto/FaUSTpPQZVSaK3CuWjrbRw/o.jpg,FALSE,https://www.yelp.com/biz/ludis-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,359,4,$,12066822324,(206) 682-2324,618.3258819,47.60964,-122.33876,200 Pike St,Seattle,98101,US,WA,NA
cafe-anclair-seattle,Cafe An'Clair,https://s3-media4.fl.yelpcdn.com/bphoto/3FadVWi1Lel1aAI4EHjXZg/o.jpg,FALSE,https://www.yelp.com/biz/cafe-anclair-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,20,5,$$,,,1845.723109,47.62099479,-122.3399717,826 Thomas St,Seattle,98109,US,WA,NA
karaage-setsuna-seattle,Karaage Setsuna,https://s3-media3.fl.yelpcdn.com/bphoto/DU7Vfc6Cey7EVBsD-tX4Rw/o.jpg,FALSE,https://www.yelp.com/biz/karaage-setsuna-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,114,4.5,$$,12064483595,(206) 448-3595,1494.569311,47.61493,-122.34756,2421 2nd Ave,Seattle,98121,US,WA,japanese
tamarind-tree-seattle,Tamarind Tree,https://s3-media1.fl.yelpcdn.com/bphoto/weFpHAGjuYh4-jOVTAAsIg/o.jpg,FALSE,https://www.yelp.com/biz/tamarind-tree-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1156,4,$$,12068601404,(206) 860-1404,1386.539267,47.59984066,-122.3178321,1036 S Jackson St,Seattle,98104,US,WA,vietnamese
lecosho-seattle-2,Lecosho,https://s3-media4.fl.yelpcdn.com/bphoto/DN_S1fQX8AU3QGxbh9jgKQ/o.jpg,FALSE,https://www.yelp.com/biz/lec%C5%8Dsho-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,668,4,$$,12066232101,(206) 623-2101,349.4582559,47.60647493,-122.3387323,89 University St,Seattle,98101,US,WA,NA
pokéworks-seattle,Pokéworks,https://s3-media2.fl.yelpcdn.com/bphoto/LsEIaRShY6I8qeaZ7mLGXw/o.jpg,FALSE,https://www.yelp.com/biz/pok%C3%A9works-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,237,4,$$,12069625123,(206) 962-5123,297.0584405,47.60741,-122.33519,1200 Third Ave,Seattle,98101,US,WA,NA
japonessa-seattle-4,Japonessa,https://s3-media3.fl.yelpcdn.com/bphoto/vucCrknnlu1RRvRaKWwovQ/o.jpg,FALSE,https://www.yelp.com/biz/japonessa-seattle-4?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,3661,4,$$,12069717979,(206) 971-7979,481.5625002,47.60809,-122.33899,1400 1st Ave,Seattle,98101,US,WA,japanese
ramen-danbo-seattle-2,Ramen Danbo,https://s3-media1.fl.yelpcdn.com/bphoto/LhFwn9p4INlzWg6-iksj1Q/o.jpg,FALSE,https://www.yelp.com/biz/ramen-danbo-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,205,4.5,$$,12065665479,(206) 566-5479,1854.170281,47.61548,-122.31594,1222 E Pine St,Seattle,98122,US,WA,NA
king-noodle-seattle,King Noodle,https://s3-media4.fl.yelpcdn.com/bphoto/TEhh8YhU9npSbbCQvvb5xw/o.jpg,FALSE,https://www.yelp.com/biz/king-noodle-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,419,4,$,12067489168,(206) 748-9168,1000.833801,47.5982,-122.32551,615 S King St,Seattle,98104,US,WA,chinese
fogón-cocina-mexicana-seattle-2,Fogón Cocina Mexicana,https://s3-media2.fl.yelpcdn.com/bphoto/ghYqafJTL-OqigBfYcWhxQ/o.jpg,FALSE,https://www.yelp.com/biz/fog%C3%B3n-cocina-mexicana-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,964,4.5,$$,12063207777,(206) 320-7777,1428.781687,47.6153793,-122.3240814,600 E Pine St,Seattle,98122,US,WA,mexican
salumi-artisan-cured-meats-seattle-2,Salumi Artisan Cured Meats,https://s3-media2.fl.yelpcdn.com/bphoto/VCQn-Lyz4NFzw4VmcTjUqg/o.jpg,FALSE,https://www.yelp.com/biz/salumi-artisan-cured-meats-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,1246,4.5,$$,12066218772,(206) 621-8772,646.178957,47.59969,-122.33058,309 3rd Ave S,Seattle,98104,US,WA,italian
le-messe-seattle-2,Le Messe,https://s3-media2.fl.yelpcdn.com/bphoto/XdV8Lk5RLj8NKcMjCA80XQ/o.jpg,FALSE,https://www.yelp.com/biz/le-messe-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,19,4.5,NA,12064026106,(206) 402-6106,534.2146347,47.63568,-122.32591,1823 Eastlake Ave E,Seattle,98102,US,WA,italian
witness-seattle,Witness,https://s3-media3.fl.yelpcdn.com/bphoto/mxtfTRbu0_TTnS39whLxdg/o.jpg,FALSE,https://www.yelp.com/biz/witness-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,641,4.5,$$,12063290248,(206) 329-0248,968.8256309,47.62255081,-122.3206805,410 Broadway E,Seattle,98102,US,WA,NA
cook-weaver-seattle-2,Cook Weaver,https://s3-media4.fl.yelpcdn.com/bphoto/XqlMOeZIRtI96axw032OvA/o.jpg,FALSE,https://www.yelp.com/biz/cook-weaver-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ,104,4.5,$$,12063240599,(206) 324-0599,661.7811432,47.62522,-122.32172,806 E Roy St,Seattle,98102,US,WA,NA
